version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
scalpel,science,"9,10,11,12",13,,MC,5,A. He took a ____ from the pocket of his jacket and slipped the plastic sheath off its sharp blade. B. There he was handed a smock and a ____ and one of the new surgical stapling devices.,biodiesel,*scalpel,quark,tubelike
seamount,science,"9,10,11,12",13,,MC,5,"A. Sharks that spent more time at the ____ station received more fish inspections, so the best bathing requires time and patience. B. Scientists made maps of the ____ in the 1930s.",chlorate,detritivore,exocytosis,*seamount
selenium,science,"9,10,11,12",13,,MC,5,"A. This incoming beam was focused on to the ____ which changed its resistance according to the strength of the light. B. Examples of semiconducting materials include silicon, germanium, ____ and gallium arsenide.",*selenium,commercially,convective,euglena
sill,science,"9,10,11,12",13,,MC,5,A. The Royal Airforce ____ remained dangerously short of bombers. B. He fell from the window ____ and put his shoulder out.,*sill,soluble,nonmetallic,adhesion
snout,science,"9,10,11,12",13,,MC,5,A. The head and ____ alone bear some superficial likeness to those of that familiar creature. B. Bury that ____ in Haagen-Dasz and go to town!,implementation,*snout,triad,nocturnal
speedometer,science,"9,10,11,12",13,,MC,5,A. The ____ showed that we were doing 5miles per hour. B. The ____ was rocking between 6and 65.,mollusk,septum,radium,*speedometer
spontaneity,science,"9,10,11,12",13,,MC,5,A. There is a lack of ____ in her performance. B. The script has a refreshing ____ and sparkle.,subduct,linnaean,*spontaneity,phagocytosis
subsidence,science,"9,10,11,12",13,,MC,5,A. The railway line was closed because of ____. B. The road was closed because of ____.,*subsidence,kilowatt,nicotine,unavailable
taxa,science,"9,10,11,12",13,,MC,5,"A. The assemblage is characterized by the co-occurrence of epipelagic, mesopelagic and benthopelagic ____ together with neritic ____. B. Such antipredator behavior is extremely common, occurring in ____ ranging from aquatic invertebrates to terrestrial mammals.",operon,actinide,anaerobic,*taxa
thrush,science,"9,10,11,12",13,,MC,5,A. A ____ alighted on a branch of the pine tree. B. Striped snail shells lying shattered at a song ____ anvil.,topaz,thylakoid,*thrush,environmentally
undersea,science,"9,10,11,12",13,,MC,5,"A. The bacteria that inhabit the ____ hot springs fall into this group. B. He was a visitor from another, ____ world; an innocent, transparent, perfectly gentle alien.",methanol,*undersea,penis,fringe
unpaired,science,"9,10,11,12",13,,MC,5,"A. The ____ t test was used to compare the mean levels of diabetic control in two groups by means of a two sided test. B. In molecules with ____ valence electrons, spin-spin coupling between valence and core electrons leads to further small splittings.",subunit,*unpaired,hydroelectricity,clone
vanadium,science,"9,10,11,12",13,,MC,5,"A. Mineralisation within the nodules consists of uranium, ____ and iron oxides with base metal sulphides. B. This text introduced use and market foreground of ____, ____ resources and ____ pentoxide productive methods, process and research progress.",*vanadium,carboxyl,thigmotropism,interferometry
volcanism,science,"9,10,11,12",13,,MC,5,A. One very obvious form is the ____ of island arcs and continental-margin orogens associated with plate convergence. B. Active ____ at any one time is normally confined to a limited number of centres within a particular cluster.,pelvic,uniformly,anaerobic,*volcanism
wavelike,science,"9,10,11,12",13,,MC,5,"A. All radiant energy has ____ characteristics, analogous to those of waves that move through water. B. One of a series of waves or ____ segments.",diesel,alchemist,*wavelike,olfactory
yolk,science,"9,10,11,12",13,,MC,5,A. The sauce should not boil or the egg ____ will curdle. B. I like eggs lightly cooked so that the ____ is still runny.,fringe,leaflike,*yolk,uphill
accretion,science,"9,10,11,12",12,,MC,5,"A. The fund was increased by the ____ of new shareholders. B. A coral reef is built by the ____ of tiny, identical organisms.",*accretion,myosin,extraction,catalyze
acetylene,science,"9,10,11,12",12,,MC,5,"A. Oh, and the hospital exploded, like an ____ torch, in tongues of fire. B. As a 10-year-old kid Pauline used a stolen ____ torch to decapitate the globe of a gumball machine.",francium,trioxide,monochromatic,*acetylene
antimony,science,"9,10,11,12",12,,MC,5,"A. In addition to producing ____ sulphide concentrate, gold and silver are produced as by-products. B. The first was ____ trioxide which produces a water-clear glass.",supersonic,fiberglass,*antimony,mnemonic
auditory,science,"9,10,11,12",12,,MC,5,"A. Grandma said, people died is ____ sometimes feel to the imperial power, when if you hear his beloved people cry, then he will go back, a look back on the deal days. B. The animals were conditioned to respond to ____ stimuli .",explosively,isomers,*auditory,hominoid
bioluminescence,science,"9,10,11,12",12,,MC,5,"A. The study on the ____ condition of Armillaria mellea was conducted, and the following results were obtained. Oxygen was necessary to ____ for Armillaria mellea. B. Surprisingly, most cases on ____ in humans comes from ill patients.",nodule,photoelectric,lemur,*bioluminescence
biomedical,science,"9,10,11,12",12,,MC,5,"A. At the industrial level, pharmaceutical and other ____ enterprises do all they can to promote their products. B. A small number of ____ companies already have pilot manufacturing plants in San Diego.",micrograph,replenish,dormancy,*biomedical
biota,science,"9,10,11,12",12,,MC,5,A. The consistency of the pattern strongly implies that ____ in all regions were responding to the same ecological constraints. B. Excavation and trace element analysis indicates: Jehol ____ experienced mass mortality and rapid burial; toxic gases of the volcanic activities are the main factors of biological catastrophic event.,*biota,dilution,encase,yucca
carpel,science,"9,10,11,12",12,,MC,5,"A. The browning of Yali pear appear ____ at first , and then appear core and flesh. B. A gynoecium with only one ____ is called mono____lary; with two or more separate ____, apocarpous; and with fused ____s syncarpous.",linnaean,nuclide,*carpel,physiology
catabolism,science,"9,10,11,12",12,,MC,5,"A. The relative importance of increased secretion and/or impaired ____ of circulating triglyceride in causing diabetic lipaemia has yet to be determined. B. The constitution, nutrition ____ and safety of the healthful oil, the major component of which is diacylglycerol, were explained in this paper.",*catabolism,leathery,acceptor,catapult
catapult,science,"9,10,11,12",12,,MC,5,"A. The boy surrendered the ____ to the teacher. B. On that type of aircraft carrier, a ____ was used to help launch aircraft.",chromatic,subdivision,*catapult,lactose
cephalothorax,science,"9,10,11,12",12,,MC,5,"A. The ____ of spiders is a sclerotized body part that does not change after the final molt. B. The ____ of the crustacean was then separated from the remainder of the body, exposing the internal parts.",germination,*cephalothorax,coulomb,hygiene
ciliate,science,"9,10,11,12",12,,MC,5,"A. Leaves strongly ____ at margin; achenes smooth and shiny (in E North America). B. Any of various ____ protozoans of the genus Vorticella, having a bell-shaped body and living underwater on a slender stalk often attached to a plant or other object.",*ciliate,yucca,quaternary,neutrino
coloration,science,"9,10,11,12",12,,MC,5,"A. This yellow ____ is also visible in serum and plasma specimens in vitro. B. Many distasteful insects have bright ____ which, so biologists suppose, has evolved as a protection against predators.",nonpoint,*coloration,butane,sporangium
constrict,science,"9,10,11,12",12,,MC,5,A. But the drive to ____ the activities of minority religions is unlikely to have the desired result. B. There were shapes of spruces rising to ____ a sky full of great cold stars.,metabolic,*constrict,visibility,cesium
cytokinin,science,"9,10,11,12",12,,MC,5,"A. Spraying ____ on waterlogged plants may stop the decrease of chlorophyl content and delay senescence. B. The exogenous auxin and ____ are necessary to induced differentiation and proliferation of cells of culture in vitro. 2,4-D is an important hormone of induced embryogenic calluses.",*cytokinin,dormancy,inertial,parsec
deterioration,science,"9,10,11,12",12,,MC,5,A. Mental and physical ____ both occur naturally with age. B. There has been a serious ____ in her mental condition.,reusable,*deterioration,ecologically,albedo
disinfectant,science,"9,10,11,12",12,,MC,5,A. Put ____ down the toilet to kill any germs. B. She put some ____ on a piece of cotton wool and dabbed it on her cheek.,adverse,*disinfectant,unpaired,knead
emulsion,science,"9,10,11,12",12,,MC,5,A. These saws normally use an oil / water ____ as lubricant. B. The physicists lived for the ____ trails and double checked to see if they were interpreting them correctly.,inertial,*emulsion,macroscopic,buffer
encase,science,"9,10,11,12",12,,MC,5,A. The witness box was ____d in fences. B. When nuclear fuel is manufactured it is ____d in metal cans.,radiocarbon,ejection,*encase,yellowish
freckle,science,"9,10,11,12",12,,MC,5,A. His face slightly marked with the ____s. B. Her face was ____d all over.,triad,riverbed,*freckle,taxonomy
gastrula,science,"9,10,11,12",12,,MC,5,"A. The results showed:At ____ stage, the cells in front of the embryonic area gradually cleave to form optic disc rudiment. B. Due to the shortage of trustworthy evidence of ____ and hatching, their phylogenetic affinity remains a problem of long controversy.",mollusk,theorize,superconductor,*gastrula
glucagon,science,"9,10,11,12",12,,MC,5,"A. If there is no response to ____ after 1minutes intravenous dextrose should be given. B. The lower limits of sensitivity for ____ and atrial natriuretic peptide assay were 3.pmol/l and 1.pmol/l, respectively.",arn,megaspore,metabolic,*glucagon
habituation,science,"9,10,11,12",12,,MC,5,"A. In this case, latent inhibition and ____ would indeed reduce to essentially the same thing. B. Clearly, this aspect of our account of ____ is not enough in itself to explain the latent inhibition effect.",*habituation,subatomic,scalpel,chlorofluorocarbon
heritable,science,"9,10,11,12",12,,MC,5,"A. Prior to the abolition of the ____ jurisdictions in 174those nobles who possessed extensive judicial rights controlled their own patronage. B. It makes a permanent, ____ change.",*heritable,mutualistic,extraction,radiative
ignition,science,"9,10,11,12",12,,MC,5,A. The device automatically disconnects the ____ when the engine is switched off. B. The ____ of methane gas killed eight men.,galilean,elongate,gastric,*ignition
intestinal,science,"9,10,11,12",12,,MC,5,A. Her ____ symptoms progressed and she vomited copious amounts of fluid every two to three hours. B. The inflammatory response influenced ____ fluid transport partly via activation of the enteric nervous system.,*intestinal,irregularly,recharge,randomness
isotonic,science,"9,10,11,12",12,,MC,5,"A. By design, the solute concentration of ____ saline is the same as that in usual intracellular and extracellular fluid. B. The mucosal surface was rinsed with ice cold ____ saline solution.",*isotonic,dissociation,subsidence,pelvis
